XML Node Name,ClickForms Cell #,ClickForms Page #,Cell Type
OTHERFILENUMBER,4,1,
FNMA_FILENUMBER,2,1,
SUBPROPADDRESS,5,1,
SUBCITY,6,1,
SUBSTATE,7,1,
SUBZIP,8,1,
SUBBORROWER,9,1,
SUBCUROWNER,10,1,
SUBCOUNTY,11,1,
SUBLEGALDESCRIP,12,1,
SUBASSESSPARCEL,13,1,
SUBMAPREF,14,1,
SUBCENTRACT,15,1,
SUBPRA_FEESIMPLE,16,1,
SUBPRA_LEASEHOLD,17,1,
SUBPRA_OTHER,18,1
SUBPRA_OTHTXT,,1
GDS_2UNIT,19,1
GDS_3UNIT,20,1
GDS_4UNIT,21,1
GDS_ILLEGAL_UNIT,22,1
LOAN_NUMBER,23,1
ORIG_INSPECTDATE,24,1
SUBPROJTYPE_CONDO,25,1
SUBPROJTYPE_PUD,26,1
SUBPROJTYPE_COOP,27,1
SUBLENCLIENT,28,1
SUBLCADDRESS,29,1
DATAGOOD_YES,30,1
DATAGOOD_NO,31,1
DATA_ANALYSIS1,32,1
DATA_ANALYSIS2,,1
DATA_ANALYSIS3,,1
DATA_ANALYSIS4,,1
DATA_ANALYSIS5,,1
DATA_ANALYSIS6,,1
DATA_ANALYSIS7,,1
SUBPMTCTROK_YES,33,1
SUBPMTCTROK_NO,34,1
SUBPMTCTROK_NA,35,1
SUBPMTCTRNO_EXP1,36,1
SUBPMTCTRNO_EXP2,,1
SUBPMTCTRNO_EXP3,,1
SUBPMTCTRNO_EXP4,,1
SUBPMTCTRNO_EXP5,,1
SUBPMTCTRNO_EXP6,,1
SUBPMTCTRNO_EXP7,,1
NBHANALGOOD_YES,37,1
NBHANALGOOD_NO,38,1
NBH_REVIEW1,39,1
NBH_REVIEW2,,1
NBH_REVIEW3,,1
NBH_REVIEW4,,1
NBH_REVIEW5,,1
NBH_REVIEW6,,1
NBH_REVIEW7,,1
SITEANALGOOD_YES,40,1
SITEANALGOOD_NO,41,1
SITE_REVIEW1,42,1
SITE_REVIEW2,,1
SITE_REVIEW3,,1
SITE_REVIEW4,,1
SITE_REVIEW5,,1
SITE_REVIEW6,,1
SITE_REVIEW7,,1
IMPRVANALGOOD_YES,43,1
IMPRVANALGOOD_NO,44,1
IMPROVE_REVIEW1,45,1
IMPROVE_REVIEW2,,1
IMPROVE_REVIEW3,,1
IMPROVE_REVIEW4,,1
IMPROVE_REVIEW5,,1
IMPROVE_REVIEW6,,1
IMPROVE_REVIEW7,,1
VERASREPORT_YES,46,1
VERASREPORT_NO,47,1
VERASREPORT_TXT1,48,1
VERASREPORT_TXT2,,1
VERASREPORT_TXT3,,1
VERASREPORT_TXT4,,1
VERASREPORT_TXT5,,1
VERASREPORT_TXT6,,1
VERASREPORT_TXT7,,1
INFOACCTRENT_YES,49,1
INFOACCTRENT_NO,50,1
INFOACCTRENT_TXT1,51,1
INFOACCTRENT_TXT2,,1
INFOACCTRENT_TXT3,,1
INFOACCTRENT_TXT4,,1
INFOACCTRENT_TXT5,,1
INFOACCTRENT_TXT6,,1
INFOACCTRENT_TXT7,,1
INFOACCTRENT_TXT8,,1
ANASUPADQUT_YES,52,1
ANASUPADQUT_NO,53,1
ANASUPADQUT_TXT1,54,1
ANASUPADQUT_TXT2,,1
ANASUPADQUT_TXT3,,1
ANASUPADQUT_TXT4,,1
ANASUPADQUT_TXT5,,1
ANASUPADQUT_TXT6,,1
ANASUPADQUT_TXT7,,1
ANASUPADQUT_TXT8,,1
SUBHIST3YROK_YES,55,1
SUBHIST3YROK_NO,56,1
HIST_ANALYSIS1,57,1
HIST_ANALYSIS2,,1
HIST_ANALYSIS3,,1
HIST_ANALYSIS4,,1
HIST_ANALYSIS5,,1
HIST_ANALYSIS6,,1
HIST_ANALYSIS7,,1
HIST_ANALYSIS8,,1
OTHERFILENUMBER2,4,2
FNMA_FILENUMBER2,2,2
COMPSDATAGOOD_YES,5,2
COMPSDATAGOOD_NO,6,2
COMPS_REVIEW1,7,2
COMPS_REVIEW2,,2
COMPS_REVIEW3,,2
COMPS_REVIEW4,,2
COMPS_REVIEW5,,2
COMPS_REVIEW6,,2
COMPS_REVIEW7,,2
COMPS_REVIEW8,,2
COMPS_REVIEW9,,2
APPRCHDATAGOOD_YES,8,2
APPRCHDATAGOOD_NO,9,2
APPROACH_REVIEW1,10,2
APPROACH_REVIEW2,,2
APPROACH_REVIEW3,,2
APPROACH_REVIEW4,,2
APPROACH_REVIEW5,,2
APPROACH_REVIEW6,,2
APPROACH_REVIEW7,,2
APPROACH_REVIEW8,,2
COMPANALSUPP_YES,11,2
COMPANALSUPP_NO,12,2
COMPANALSUPP_REV1,13,2
COMPANALSUPP_REV2,,2
COMPANALSUPP_REV3,,2
COMPANALSUPP_REV4,,2
COMPANALSUPP_REV5,,2
COMPANALSUPP_REV6,,2
COMPANALSUPP_REV7,,2
COMPANALSUPP_REV8,,2
OPINIONGOOD_YES,14,2
OPINIONGOOD_NO,15,2
OPINION_REVIEW1,16,2
OPINION_REVIEW2,,2
OPINION_REVIEW3,,2
OPINION_REVIEW4,,2
OPINION_REVIEW5,,2
OPINION_REVIEW6,,2
OPINION_REVIEW7,,2
OPINION_REVIEW8,,2
OPINION_REVIEW9,,2
OPINION_REVIEW10,,2
EXTRAORD_ASSUMPT1,17,2
EXTRAORD_ASSUMPT2,,2
EXTRAORD_ASSUMPT3,,2
EXTRAORD_ASSUMPT4,,2
EXTRAORD_ASSUMPT5,,2
EXTRAORD_ASSUMPT6,,2
EXTRAORD_ASSUMPT7,,2
EXTRAORD_ASSUMPT8,,2
EXTRAORD_ASSUMPT9,,2
HISTRESRCH_YES,18,2
HISTRESRCH_NO,19,2
HIST1YR_NO_TXT,20,2
HIST1YR_NO_TXT2,,2
HIST1YR_NO_TXT3,,2
CMPSALE1YR_YES,21,2
CMPSALE1YR_NO,22,2
CMPHIST1YR_DSDATE,23,2
GC1_HS_PRIOR1,24,2
GC1_HS_PRIOR2,25,2
GC1_HS_PRIOR3,26,2
GC1_HS_DSDATE,27,2
GC2_HS_PRIOR1,28,2
GC2_HS_PRIOR2,29,2
GC2_HS_PRIOR3,30,2
GC2_HS_DSDATE,31,2
GC3_HS_PRIOR1,32,2
GC3_HS_PRIOR2,33,2
GC3_HS_PRIOR3,34,2
GC3_HS_DSDATE,35,2
CMPHIST_TXT1,36,2
CMPHIST_TXT2,,2
CMPHIST_TXT3,,2
CMPHIST_TXT4,,2
CMPHIST_TXT5,,2
CMPHIST_TXT6,,2
CMPHIST_TXT7,,2
CMPHIST_TXT8,,2
CMPHIST_TXT9,,2
CMPHIST_TXT10,,2
CMPHIST_TXT11,,2
CMPHIST_TXT12,,2
CMPHIST_TXT13,,2
CMPHIST_TXT14,,2
OTHERFILENUMBER3,4,3
FNMA_FILENUMBER3,2,3
GSU_AD_ADDR1,5,3
GSU_AD_ADDR2,6,3
GSU_PR_SALEPR1,7,3
GSU_SF_PRGBA,8,3
GSU_RN_GRM,9,3
GSU_RN_GMRM,10,3
GSU_PR_PERUNIT,11,3
GSU_PR_PERROOM,12,3
GSU_PR_PERBDRM,13,3
GSU_RN_CTRLYES,14,3
GSU_RN_CTRLNO,15,3
GSU_SC_SOURCE1,,3
GSU_SC_SOURCE2,,3
GSU_FN_CONC1,,3
GSU_FN_CONC2,,3
GSU_DT_SALTIM1,,3
GSU_LC_LOCAT1,16,3
GSU_RG_RIGHTS,17,3
GSU_ST_SITSIZE,18,3
GSU_ST_SITEVW,19,3
GSU_DA_DESAPL1,20,3
GSU_DA_CONSTQL,21,3
GSU_AG_AGYRBLT,22,3
GSU_AG_COND1,23,3
GSU_SF_GBA,24,3
GSU_RM_TOTAL1,25,3
GSU_RM_BED1,26,3
GSU_RM_BATHS1,27,3
GSU_RM_TOTAL2,28,3
GSU_RM_BED2,29,3
GSU_RM_BATHS2,30,3
GSU_RM_TOTAL3,31,3
GSU_RM_BED3,32,3
GSU_RM_BATHS3,33,3
GSU_RM_TOTAL4,34,3
GSU_RM_BED4,35,3
GSU_RM_BATHS4,36,3
GSU_BM_BSM1,37,3
GSU_BM_BSM2,38,3
GSU_FU_FUNCTUT,39,3
GSU_HC_HTCOOL,40,3
GSU_EE_EFFIC1,41,3
