-99,CellType,OrigCell,NewCell,PageNum,RVUF6,20
0,2,1,2,1
0,2,2,4,1
0,2,3,5,1
0,2,4,6,1
0,2,5,7,1
0,2,6,8,1
0,2,7,9,1
0,2,8,10,1
0,2,9,11,1
0,2,10,12,1
0,2,11,13,1
0,2,12,14,1
0,2,13,15,1
0,2,14,16,1
0,2,15,17,1
0,2,16,18,1
0,2,17,19,1
0,2,18,20,1
0,2,19,21,1
0,2,20,22,1
0,2,21,23,1
0,2,22,24,1
0,2,23,25,1
0,2,24,26,1
0,2,25,27,1
0,2,26,28,1
0,2,27,29,1
0,2,28,30,1
0,2,29,31,1
0,2,30,32,1
0,2,31,33,1
0,2,32,34,1
0,2,33,35,1
0,2,34,36,1
0,2,35,37,1
0,2,36,38,1
0,2,37,39,1
0,2,38,40,1
0,2,39,41,1
0,2,40,42,1
0,2,41,43,1
0,2,42,44,1
0,2,43,45,1
0,2,44,46,1
0,2,45,47,1
0,2,46,48,1
0,2,47,49,1
0,2,48,50,1
0,2,49,51,1
0,2,50,52,1
0,2,51,53,1
0,2,52,54,1
0,2,53,56,1
0,2,54,57,1
0,2,55,58,1
0,2,56,59,1
0,2,57,60,1
0,2,58,61,1
0,2,59,62,1
0,2,60,63,1
0,2,61,64,1
0,2,62,65,1
0,2,63,66,1
0,2,64,67,1
0,2,65,68,1
0,2,66,69,1
0,2,67,70,1
0,2,68,71,1
0,2,69,72,1
0,2,70,73,1
0,2,71,74,1
0,2,72,75,1
0,2,73,76,1
0,2,74,77,1
0,2,75,78,1
0,2,76,79,1
0,2,77,80,1
0,2,78,81,1
0,2,79,82,1
0,2,80,83,1
0,2,81,84,1
0,2,82,85,1
0,2,83,86,1
0,2,84,87,1
0,2,85,88,1
0,2,86,89,1
0,2,87,90,1
0,2,88,91,1
0,2,89,92,1
0,2,90,93,1
0,2,91,94,1
0,2,92,95,1
0,2,93,96,1
0,2,94,97,1
0,2,95,98,1
0,2,96,99,1
0,2,97,100,1
0,2,98,101,1
0,2,99,102,1
0,2,100,103,1
0,2,101,104,1
0,2,102,105,1
0,2,103,107,1
0,2,104,108,1
0,2,105,109,1
0,2,106,110,1
0,2,107,111,1
0,2,108,112,1
0,2,109,113,1
0,2,110,114,1
0,2,111,115,1
0,2,112,116,1
0,2,113,117,1
0,2,114,118,1
0,2,115,119,1
0,2,116,120,1
0,2,117,121,1
0,2,118,122,1
0,2,119,123,1
0,2,120,124,1
0,2,121,125,1
0,2,122,126,1
0,2,123,127,1
0,2,124,128,1
0,2,125,129,1
0,2,126,130,1
0,2,127,131,1
0,2,128,132,1
0,2,129,133,1
0,2,130,134,1
0,2,131,135,1
0,2,132,136,1
0,2,133,137,1
0,2,134,138,1
0,2,135,139,1
0,2,136,140,1
0,2,137,141,1
0,2,138,142,1
0,2,139,143,1
0,2,140,144,1
0,2,141,145,1
0,2,142,146,1
0,2,143,147,1
0,2,144,148,1
0,2,145,149,1
0,2,146,150,1
0,2,147,151,1
0,2,148,152,1
0,2,149,153,1
0,2,150,154,1
0,2,151,155,1
0,2,152,156,1
0,2,153,158,1
0,2,154,159,1
0,2,155,160,1
0,2,156,161,1
0,2,157,162,1
0,2,158,163,1
0,2,159,164,1
0,2,160,165,1
0,2,161,166,1
0,2,162,167,1
0,2,163,168,1
0,2,164,169,1
0,2,165,170,1
0,2,166,171,1
0,2,167,172,1
0,2,168,173,1
0,2,169,174,1
0,2,170,175,1
0,2,171,176,1
0,2,172,177,1
0,2,173,178,1
0,2,174,179,1
0,2,175,180,1
0,2,176,181,1
0,2,177,182,1
0,2,178,183,1
0,2,179,184,1
0,2,180,185,1
0,2,181,186,1
0,2,182,187,1
0,2,183,188,1
0,2,184,189,1
0,2,185,190,1
0,2,186,191,1
0,2,187,192,1
0,2,188,193,1
0,2,189,194,1
0,2,190,195,1
0,2,191,196,1
0,2,192,197,1
0,2,193,198,1
0,2,194,199,1
0,2,195,200,1
0,2,196,201,1
0,2,197,202,1
0,2,198,203,1
0,2,199,204,1
0,2,200,205,1
0,2,201,206,1
0,2,202,207,1
0,2,203,208,1
